config_id,seed,station,n_test,r2,rmse,ubrmse,bias,mae,pearson
Guarded_Backbone54_k2_c0_0_c1_0,123,Paradise_WA,1067,0.8443201021246936,0.0388312758692679,0.038198773687305586,0.0069800912903197595,0.030837708187360233,0.92230284224706
Guarded_Backbone54_k2_c0_0_c1_0,123,Quinault,1044,0.7004876126446422,0.03798293115409219,0.033451029248511274,-0.017992545714038084,0.03102218357624907,0.8764974574675748
Guarded_Backbone54_k2_c0_0_c1_0,123,SourdoughGulch_WA_985,906,0.5446759936841855,0.0540933855254487,0.053987369023837696,-0.003385017501992107,0.038180713159753785,0.7881948725719594
Guarded_Backbone54_k2_c0_0_c1_0,123,Spokane,897,0.9533163731273737,0.024815908216312577,0.024806895840157425,-0.0006687446269170362,0.01743785905585507,0.9804882538681347
Guarded_Backbone54_k2_c0_0_c1_0,2024,BeaverPass_WA_990,626,0.617071270442945,0.05638160005047575,0.03212518952412096,0.04633418848206059,0.04944218141126175,0.9357826047166148
Guarded_Backbone54_k2_c0_0_c1_0,2024,CayusePass_WA,1081,0.8077238136392921,0.052370018371996105,0.05234741459743594,0.001538508773897665,0.041238810519230354,0.9024952130115335
Guarded_Backbone54_k2_c0_0_c1_0,2024,Darrington,999,0.8270129320702955,0.03885962143037554,0.03142827482040848,0.02285462140410512,0.032732866681314206,0.9474526162385489
Guarded_Backbone54_k2_c0_0_c1_0,2024,Paradise_WA,1067,0.8486762090324367,0.03828414898333014,0.03764578275402079,0.006962119233027284,0.030654502544374032,0.9243927041551534
Guarded_Backbone54_k2_c0_0_c1_0,2024,Quinault,1044,0.6914209114203391,0.03855354591298873,0.03351237026612431,-0.019060349986585165,0.031475109486173394,0.8761750105176608
Guarded_Backbone54_k2_c0_0_c1_0,2024,SourdoughGulch_WA_985,906,0.5416676685725486,0.05427178879659248,0.05420258908655297,-0.0027397801912251965,0.038275090186340656,0.7874108384204893
Guarded_Backbone54_k2_c0_0_c1_0,2024,Spokane,897,0.9534182463098491,0.024788816745316217,0.02478026233743809,-0.0006511790234774116,0.017498095456772424,0.9807913121812334
Guarded_Backbone54_k2_c0_0_c1_0,3141,BeaverPass_WA_990,626,0.617219274594444,0.0563707030914505,0.032232551988705706,0.046246283735234886,0.049373535254035886,0.9353360699688333
Guarded_Backbone54_k2_c0_0_c1_0,3141,CayusePass_WA,1081,0.8034578388850234,0.05294779027682747,0.05292760445928888,0.001461910188749472,0.04153137367621933,0.899920338313403
Guarded_Backbone54_k2_c0_0_c1_0,3141,Darrington,999,0.8258272378113324,0.03899257051928569,0.03155611340687296,0.022904852375731213,0.032634859049403754,0.9472508787256717
Guarded_Backbone54_k2_c0_0_c1_0,3141,Paradise_WA,1067,0.8495627015821833,0.03817184521412507,0.03769619172186031,0.006007237028773969,0.030202251191606223,0.9242991726109847
Guarded_Backbone54_k2_c0_0_c1_0,3141,Quinault,1044,0.695766089721197,0.038281142571219076,0.03334429801949251,-0.018804352319217732,0.0313047988663688,0.8774117681474987
Guarded_Backbone54_k2_c0_0_c1_0,3141,SourdoughGulch_WA_985,906,0.5306058453357101,0.054922807320832344,0.05481140156381099,-0.0034964299809853777,0.03881015133607729,0.7846192997771694
Guarded_Backbone54_k2_c0_0_c1_0,3141,Spokane,897,0.9532320261995625,0.02483831651179099,0.02482706350393803,-0.0007475860561415501,0.01730633610214544,0.9803552284440659
Guarded_Backbone54_k2_c0_0_c1_0,2718,BeaverPass_WA_990,626,0.6222485604527064,0.05599915646259339,0.03161509573980083,0.04622111255568436,0.04910622742219854,0.9378827259334267
Guarded_Backbone54_k2_c0_0_c1_0,2718,CayusePass_WA,1081,0.8039721688293309,0.05287846552368896,0.0528454512987633,0.0018682593958009497,0.04184051444236048,0.90034198410102
Guarded_Backbone54_k2_c0_0_c1_0,2718,Darrington,999,0.8219830472102501,0.0394205271845785,0.03156151835784793,0.023618817126548085,0.03300476347171031,0.9465925906893562
Guarded_Backbone54_k2_c0_0_c1_0,2718,Paradise_WA,1067,0.843764064375436,0.038900560376445605,0.038181611371206015,0.0074443368206766015,0.030818497498681194,0.922210130162662
Guarded_Backbone54_k2_c0_0_c1_0,2718,Quinault,1044,0.690379485959313,0.03861854841427842,0.033856485698980456,-0.018577692476211837,0.031610170309399735,0.8733364691864646
Guarded_Backbone54_k2_c0_0_c1_0,2718,SourdoughGulch_WA_985,906,0.5440203780797329,0.05413231572693505,0.05406345028029146,-0.002729642788174401,0.038327167180331856,0.7870667630989092
Guarded_Backbone54_k2_c0_0_c1_0,2718,Spokane,897,0.9530425586121423,0.024888578462763846,0.024885317560589353,-0.00040287442928971234,0.017494541830907564,0.9805209578878488
Guarded_Backbone54_k2_c0_0_c1_0,808,BeaverPass_WA_990,626,0.6124814783412877,0.05671848911127749,0.03190107928402362,0.04689678184673808,0.049822158192483756,0.936709311230781
Guarded_Backbone54_k2_c0_0_c1_0,808,CayusePass_WA,1081,0.8020900881936558,0.05313170455752255,0.053122786294017,0.0009734503315842653,0.04178666306087862,0.8992102467950811
