config_id,seed,station,cluster,n_train,n_test,r2,rmse,ubrmse,bias,mae,pearson
Guarded_Backbone54_k2_c0_0_c1_0,7,BeaverPass_WA_990,0,8439,626,0.7647745419639327,0.04418965210998679,0.03999309737117031,0.018795678127211883,0.03442477750673461,0.9042576884616225
Guarded_Backbone54_k2_c0_0_c1_0,7,BeaverPass_WA_990,1,3984,0,,,,,,
Guarded_Backbone54_k2_c0_0_c1_0,7,CayusePass_WA,0,8582,1066,0.7022171712977487,0.06553975794060475,0.06473558312205042,0.01023543593410479,0.05268031874612169,0.8522306911960025
Guarded_Backbone54_k2_c0_0_c1_0,7,CayusePass_WA,1,3984,15,-12.314080349244158,0.12798709967283015,0.022934376771223876,0.12591549564997354,0.12591549564997354,0.9471314479267668
Guarded_Backbone54_k2_c0_0_c1_0,7,Darrington,0,8576,999,0.6996164404651593,0.05120705814802322,0.04160302175299506,0.02985550845647837,0.04159901472600969,0.9047218033875417
Guarded_Backbone54_k2_c0_0_c1_0,7,Darrington,1,3984,0,,,,,,
Guarded_Backbone54_k2_c0_0_c1_0,7,Paradise_WA,0,8435,1066,0.7780119769353115,0.046391000263646884,0.03983260990317653,0.02377999356103883,0.036585268174282384,0.9155030653847803
Guarded_Backbone54_k2_c0_0_c1_0,7,Paradise_WA,1,3984,1,,0.1347247996330261,0.0,0.1347247996330261,0.1347247996330261,
Guarded_Backbone54_k2_c0_0_c1_0,7,Quinault,0,8464,1044,0.5720079944661474,0.045404501341528264,0.04536479643902453,0.0018984167399991058,0.03610390870153219,0.8724479470670428
Guarded_Backbone54_k2_c0_0_c1_0,7,Quinault,1,3984,0,,,,,,
Guarded_Backbone54_k2_c0_0_c1_0,7,SourdoughGulch_WA_985,0,4208,0,,,,,,
Guarded_Backbone54_k2_c0_0_c1_0,7,SourdoughGulch_WA_985,1,8209,906,0.3668822857391699,0.06378611060531326,0.05750053013402205,-0.027610812021012336,0.050523310347634964,0.7324436570813325
