n_features,candidate_ucb,fold_id,fold_family,validation_year,held_out_stations,beta,n_train,n_validation,rmse,nrmse
50,0.7694925885781088,year_2020_stations_0_beta_0,station_time,2020,['SourdoughGulch_WA_985'],0.0,854,366,0.08865451463178332,1.0159902901113809
50,0.7694925885781088,year_2020_stations_0_beta_0.2,station_time,2020,['SourdoughGulch_WA_985'],0.2,854,366,0.09031756800796713,1.0350490609947074
50,0.7694925885781088,year_2020_stations_1_beta_0,station_time,2020,['Spokane'],0.0,1095,332,0.06637739375948991,0.6535893633115665
50,0.7694925885781088,year_2020_stations_1_beta_0.2,station_time,2020,['Spokane'],0.2,1095,332,0.062826346274599,0.618623741233234
50,0.7694925885781088,year_2021_stations_0_beta_0,station_time,2021,['SourdoughGulch_WA_985'],0.0,1186,365,0.05110881815889781,0.46575175643439903
50,0.7694925885781088,year_2021_stations_0_beta_0.2,station_time,2021,['SourdoughGulch_WA_985'],0.2,1186,365,0.05184814687781371,0.4724892170492562
50,0.7694925885781088,year_2021_stations_1_beta_0,station_time,2021,['Spokane'],0.0,1461,330,0.07184675230844378,0.7032659487919612
50,0.7694925885781088,year_2021_stations_1_beta_0.2,station_time,2021,['Spokane'],0.2,1461,330,0.06665404323120791,0.6524375486392973
50,0.7694925885781088,year_2022_stations_0_beta_0,station_time,2022,['SourdoughGulch_WA_985'],0.0,1516,365,0.052165631469474415,0.5420240227783578
50,0.7694925885781088,year_2022_stations_0_beta_0.2,station_time,2022,['SourdoughGulch_WA_985'],0.2,1516,365,0.050330949834533616,0.5229608677416916
50,0.7694925885781088,year_2022_stations_1_beta_0,station_time,2022,['Spokane'],0.0,1826,277,0.07182382990452257,0.6475286700548194
50,0.7694925885781088,year_2022_stations_1_beta_0.2,station_time,2022,['Spokane'],0.2,1826,277,0.0726391575829944,0.6548792673148313
45,0.7879881231677481,year_2019_stations_0_beta_0,station_time,2019,['SourdoughGulch_WA_985'],0.0,580,365,0.08281153891887866,1.018475614631526
45,0.7879881231677481,year_2019_stations_0_beta_0.2,station_time,2019,['SourdoughGulch_WA_985'],0.2,580,365,0.08199929339751869,1.0084860374856506
45,0.7879881231677481,year_2019_stations_1_beta_0,station_time,2019,['Spokane'],0.0,730,274,0.08567535908066248,0.9055281270472231
45,0.7879881231677481,year_2019_stations_1_beta_0.2,station_time,2019,['Spokane'],0.2,730,274,0.08702206210617686,0.9197618283292304
45,0.7879881231677481,year_2020_stations_0_beta_0,station_time,2020,['SourdoughGulch_WA_985'],0.0,854,366,0.09166455800374715,1.0504857114831085
45,0.7879881231677481,year_2020_stations_0_beta_0.2,station_time,2020,['SourdoughGulch_WA_985'],0.2,854,366,0.09113111258039981,1.044372369453362
45,0.7879881231677481,year_2020_stations_1_beta_0,station_time,2020,['Spokane'],0.0,1095,332,0.07081254890708805,0.6972604095055466
45,0.7879881231677481,year_2020_stations_1_beta_0.2,station_time,2020,['Spokane'],0.2,1095,332,0.0683620714478889,0.6731316224041648
45,0.7879881231677481,year_2021_stations_0_beta_0,station_time,2021,['SourdoughGulch_WA_985'],0.0,1186,365,0.04813433709545762,0.4386454794809582
45,0.7879881231677481,year_2021_stations_0_beta_0.2,station_time,2021,['SourdoughGulch_WA_985'],0.2,1186,365,0.04979961010062883,0.45382101777436823
45,0.7879881231677481,year_2021_stations_1_beta_0,station_time,2021,['Spokane'],0.0,1461,330,0.06292687656998767,0.6159544883186882
45,0.7879881231677481,year_2021_stations_1_beta_0.2,station_time,2021,['Spokane'],0.2,1461,330,0.06017255109934964,0.5889940029362128
45,0.7879881231677481,year_2022_stations_0_beta_0,station_time,2022,['SourdoughGulch_WA_985'],0.0,1516,365,0.051780863661081054,0.5380261147790456
45,0.7879881231677481,year_2022_stations_0_beta_0.2,station_time,2022,['SourdoughGulch_WA_985'],0.2,1516,365,0.05033012671686792,0.5229523151844654
45,0.7879881231677481,year_2022_stations_1_beta_0,station_time,2022,['Spokane'],0.0,1826,277,0.06829326375818083,0.6156988051712525
45,0.7879881231677481,year_2022_stations_1_beta_0.2,station_time,2022,['Spokane'],0.2,1826,277,0.0703458372708999,0.6342038082969218
40,0.7580187275713631,year_2019_stations_0_beta_0,station_time,2019,['SourdoughGulch_WA_985'],0.0,580,365,0.08652206042684124,1.0641102655843073
40,0.7580187275713631,year_2019_stations_0_beta_0.2,station_time,2019,['SourdoughGulch_WA_985'],0.2,580,365,0.0873532596134979,1.0743329484804751
40,0.7580187275713631,year_2019_stations_1_beta_0,station_time,2019,['Spokane'],0.0,730,274,0.07601453294699272,0.8034200076483355
40,0.7580187275713631,year_2019_stations_1_beta_0.2,station_time,2019,['Spokane'],0.2,730,274,0.07735676384156458,0.8176064416600362
40,0.7580187275713631,year_2020_stations_0_beta_0,station_time,2020,['SourdoughGulch_WA_985'],0.0,854,366,0.08904663025891166,1.0204839774483199
40,0.7580187275713631,year_2020_stations_0_beta_0.2,station_time,2020,['SourdoughGulch_WA_985'],0.2,854,366,0.08709799536468706,0.998152411597136
40,0.7580187275713631,year_2020_stations_1_beta_0,station_time,2020,['Spokane'],0.0,1095,332,0.0656598924346495,0.6465244394343677
40,0.7580187275713631,year_2020_stations_1_beta_0.2,station_time,2020,['Spokane'],0.2,1095,332,0.06090775384028284,0.599732194931451
40,0.7580187275713631,year_2021_stations_0_beta_0,station_time,2021,['SourdoughGulch_WA_985'],0.0,1186,365,0.0423920545969486,0.38631638528613443
40,0.7580187275713631,year_2021_stations_0_beta_0.2,station_time,2021,['SourdoughGulch_WA_985'],0.2,1186,365,0.04286995761967209,0.39067148838295734
40,0.7580187275713631,year_2021_stations_1_beta_0,station_time,2021,['Spokane'],0.0,1461,330,0.07129378671787483,0.6978532911810607
40,0.7580187275713631,year_2021_stations_1_beta_0.2,station_time,2021,['Spokane'],0.2,1461,330,0.06721829900746873,0.6579607192921587
40,0.7580187275713631,year_2022_stations_0_beta_0,station_time,2022,['SourdoughGulch_WA_985'],0.0,1516,365,0.048076585787517646,0.4995370265046594
40,0.7580187275713631,year_2022_stations_0_beta_0.2,station_time,2022,['SourdoughGulch_WA_985'],0.2,1516,365,0.04806940318160547,0.49946239604700216
40,0.7580187275713631,year_2022_stations_1_beta_0,station_time,2022,['Spokane'],0.0,1826,277,0.05684971312060277,0.5125293259760292
40,0.7580187275713631,year_2022_stations_1_beta_0.2,station_time,2022,['Spokane'],0.2,1826,277,0.05626680269294802,0.5072740894551959
