family,ece_input,policy,seed,deployable,r2,rmse,ubrmse,bias,mae,pearson
Clustering_V0_Full_k2,v3,auto_soft,123,True,-0.5033299546311172,0.057686855939946574,0.05023813079152683,0.02835319316778258,0.04990619096250975,0.10305850656726445
Clustering_V0_Full_k2,v3,c0_only,123,False,-0.5033275729672932,0.057686810244471705,0.050238133997325955,0.028353094516267666,0.04990613188808959,0.10305859529840451
Clustering_V0_Full_k2,v3,c1_only,123,False,-16.425338923244283,0.19639947883104264,0.050699473101129794,0.18974276985533067,0.18974276985533067,-0.5195329906293848
Clustering_Backbone54_k2,v3,as_routed,123,True,-12.157363091184287,0.17066094412342356,0.09057393442647729,0.14464273314482995,0.1500548471200319,-0.1359949850623489
Clustering_Backbone54_k2,v3,auto_hard,123,True,-0.5033275729672932,0.057686810244471705,0.050238133997325955,0.028353094516267666,0.04990613188808959,0.10305859529840451
Clustering_Backbone54_k2,v3,auto_soft,123,True,-0.5033293514784707,0.057686844367642306,0.05023813160338894,0.028353168184475575,0.04990617600202611,0.10305852903826607
Clustering_Backbone54_k2,v3,c0_only,123,False,-0.5033275729672932,0.057686810244471705,0.050238133997325955,0.028353094516267666,0.04990613188808959,0.10305859529840451
Clustering_Backbone54_k2,v3,c1_only,123,False,-16.425338923244283,0.19639947883104264,0.050699473101129794,0.18974276985533067,0.18974276985533067,-0.5195329906293848
Guarded_Backbone54_k2,v3,as_routed,123,True,-12.157363091184287,0.17066094412342356,0.09057393442647729,0.14464273314482995,0.1500548471200319,-0.1359949850623489
Guarded_Backbone54_k2,v3,auto_hard,123,True,-16.425338923244283,0.19639947883104264,0.050699473101129794,0.18974276985533067,0.18974276985533067,-0.5195329906293848
Guarded_Backbone54_k2,v3,auto_soft,123,True,-16.42532616617827,0.19639940693913896,0.05069947030972527,0.1897426961871228,0.1897426961871228,-0.5195328147766075
Guarded_Backbone54_k2,v3,c0_only,123,False,-16.425338923244283,0.19639947883104264,0.050699473101129794,0.18974276985533067,0.18974276985533067,-0.5195329906293848
Guarded_Backbone54_k2,v3,c1_only,123,False,-0.5033275729672932,0.057686810244471705,0.050238133997325955,0.028353094516267666,0.04990613188808959,0.10305859529840451
