regime,feature,importance_mean,importance_std
transition,D_sa_E_SAR_ratio,0.0006855224023404105,0.00013830619906095802
transition,V_rollmax_s2_b11_kobs30,0.0006621850553247155,0.00021125572617149274
transition,V_rollmax_F_NDVI_kobs30,0.0006084043299821263,0.00018409603828225418
transition,V_rollrng_E_SAR_diff_kobs30,0.0005909194989803579,4.109897829870338e-05
transition,V_ema_SMAP_sm_interp_kobs14,0.000509136327531623,6.716338676410222e-05
transition,V_ema_SMAP_sm_interp_kobs7,0.000489598868556751,0.0001462740538897593
transition,SMAP_sm_am_interp_rollstd7,0.000481787018779456,5.7657876505856814e-05
transition,V_rollmin_F_NDVI_kobs7,0.000476520818353432,0.00010732136657232784
transition,G_rain_sum_7d,0.00045381059681757205,0.00013495461327818101
transition,C_lag_F_NDMI_kobs5,0.0004425287507245468,6.465842142911145e-05
transition,longitude,0.0004295054235107898,4.9122256896875634e-05
transition,A_d_G_API_kobs14,0.00038695087349398526,0.00010693634487682287
transition,V_rollmin_E_SAR_diff_kobs30,0.00035098779706923546,0.00029693303905369527
transition,V_rollcv_SMAP_sm_interp_kobs30,0.0003460536141522086,4.78407128873974e-05
transition,C_lag_SMAP_sm_interp_kobs6,0.00034153532719314315,2.473151672394889e-05
wet,base_pred,0.07143032874440905,0.01859964173130656
wet,V_rollrng_F_NDVI_kobs30,0.04677072274316667,0.0035429204320590662
wet,precip_mm,0.004611563344251923,0.0008387294559594065
wet,s1_vv,0.0035184524098779146,0.0012037703989176674
wet,A_d_F_NDVI_kobs7,0.0026946723821780873,0.00033425415392012445
wet,API_x_year,0.002378604605589896,0.0006959059896088108
wet,SMAP_sm_pm_interp_lag30,0.001961127451833811,0.0005126702093579367
wet,V_rollrng_F_NDVI_kobs7,0.0017525766756361528,0.00020372037167777879
wet,V_ema_SMAP_sm_interp_kobs30,0.0017488205122576871,0.0009615059666144966
wet,SMAP_sm_pm_interp_rollstd30,0.0014645102412170097,0.001185469914436182
wet,C_lag_SMAP_sm_interp_kobs12,0.001459700200312586,0.0018118601551884734
wet,V_ema_E_SAR_ratio_kobs30,0.0014341418856921972,0.001675810631302646
wet,V_rollstd_LST_modis_kobs30,0.0011818416611141913,0.0006346795623709855
wet,SMAP_sm_am_interp_rollrange30,0.0011671563563836252,0.0006008346115350073
wet,D_sa_LST_modis,0.0011260635496309402,0.0002760813683334083
wet,V_ema_E_SAR_diff_kobs30,0.0010916293024439306,0.0006942227682151419
wet,D_fft_ent_E_SAR_ratio_kobs30,0.0010800079695728825,0.0012117050635987755
wet,V_rollmean_s2_b12_kobs30,0.0010138137440470541,0.000254724204338963
wet,V_rollstd_F_NDVI_kobs30,0.0009699936865887882,0.00037993772885056606
wet,SMAP_sm_pm_interp_rollrange30,0.0009688660113497338,0.0011998134090554864
wet,A_d_s2_b11_kobs1,0.0008812614679051478,0.0006151067578451656
wet,V_rollstd_G_API_kobs7,0.0008802474555842377,0.0006075082039779292
wet,A_d_G_API_kobs14,0.000856623109270016,0.00045247187215805826
wet,A_d_F_NDMI_kobs14,0.0008051052646625756,0.0001708845933069227
wet,V_rollmean_F_NDVI_kobs14,0.0007567672669988035,0.000440470072003388
wet,V_rollmean_E_SAR_ratio_kobs14,0.0006763607285048323,0.00042696599373410804
wet,F_NDMI,0.000655731621458111,0.00020490966614095641
wet,V_rollcv_E_SAR_ratio_kobs30,0.0006520659372566406,0.0005256838147816091
wet,V_rollstd_F_NDMI_kobs30,0.0006384090252510522,0.00027789094795927443
wet,V_rollcv_F_NDVI_kobs30,0.0006356826182315256,0.00013778524801370918
