Configuration,R2,RMSE,ubRMSE,Bias,MAE,Med|Err|,Pearson,Train Time (s),Inference Time (s)
MSE d=8 LR=0.01 MCW=10 Replica,0.6550303665324048,0.06184807684169099,0.05824835362395559,-0.02079215980016726,0.04643875484011726,0.03517869651317597,0.8374294222427497,50.766641499998514,0.4453079000013531
MSE d=8 LR=0.01 L2=3.0 Replica,0.649359028224062,0.062354398883991954,0.058609699616625766,-0.02128318984440453,0.047042004694390085,0.03621613770723343,0.8342770985613712,54.5794825999983,0.44833269999799086
Huber Slope 3.0 LR=0.04 L2=3.0 Replica,0.6463660081708005,0.06261995741069241,0.058971504889391194,-0.021062304622589723,0.04699645674090068,0.03550058996677398,0.8322645149108188,10.11550239999633,0.11933970000245608
Huber Slope 3.0 LR=0.04 MCW=10 Replica,0.6490070306127506,0.062385688858084404,0.058739175664947636,-0.021016265509054822,0.0468933825482671,0.03539779204130172,0.8344269616776964,9.173784700004035,0.1186396999983117
MSE d=8 LR=0.02 L2=0.5 Replica,0.6486188519753181,0.062420176870527144,0.058856332568941405,-0.020789675256836226,0.046864264930142924,0.035845043241977695,0.8333664057811819,19.536563099994964,0.20733650000329362
MSE d=8 LR=0.02 L2=3.0 Replica,0.6489185633928531,0.062393550469584405,0.05880172244617325,-0.020864145717743244,0.046832960917829285,0.035597075790166854,0.8337608071279419,19.085338000004413,0.23912530000234256
MSE Leaf=15 d=0 MCW=2 L2=3.0,0.6159607434864729,0.0652564698624434,0.061279239903385886,-0.022433493194137025,0.04941394495680322,0.03738827133178711,0.8212886636963791,17.462877500001923,0.18156900000030873
MSE Leaf=15 d=0 MCW=2 L2=15.0,0.6051885279988901,0.06616535514518598,0.06187483555542403,-0.023438407525554934,0.05026892980041579,0.03855592685937881,0.8175625401957247,18.53014070000063,0.18138799999724142
MSE Leaf=15 d=0 MCW=10 L2=3.0,0.6158044810072567,0.06526974467813002,0.061384687613296976,-0.02218241868571863,0.0493856259245577,0.03719738054275512,0.8206633865877779,18.266618499998003,0.1863182000015513
MSE Leaf=15 d=0 MCW=10 L2=15.0,0.6112286366034951,0.06565728194825526,0.06135650458821482,-0.02337216330523358,0.049988017855511296,0.03845128250122069,0.8204187609353827,17.73804789999849,0.17603450000024168
MSE Leaf=15 d=8 MCW=2 L2=3.0,0.6149233068461881,0.06534455173537311,0.06144745626679247,-0.02222882270050354,0.04955631515454862,0.037407249391078944,0.8199420233018262,17.408250300002692,0.17421610000019427
MSE Leaf=15 d=8 MCW=2 L2=15.0,0.6095397887093388,0.06579973714244186,0.06168251220455313,-0.02291010910506025,0.04985813127918504,0.03806789588928222,0.8188976360896402,17.77548139999999,0.187828800000716
MSE Leaf=15 d=8 MCW=10 L2=3.0,0.6124695474759059,0.0655524131730504,0.061592897331087304,-0.02243733211834393,0.049737788368782294,0.03773600023984909,0.8188981446354849,17.69975980000163,0.2241578000030131
MSE Leaf=15 d=8 MCW=10 L2=15.0,0.608077262437243,0.06592285326970691,0.06164047004554383,-0.023372527368664672,0.050039203711321076,0.03803241094946861,0.8188715788591655,17.2434820999988,0.17729059999692254
MSE Leaf=31 d=0 MCW=2 L2=3.0,0.6306792913994637,0.06399375529712632,0.060269505622507234,-0.021512494277219085,0.048371230659601736,0.03642285737395287,0.8271934074828678,33.412618599999405,0.1777908000003663
MSE Leaf=31 d=0 MCW=2 L2=15.0,0.6304951032144467,0.06400971083947489,0.06029449942764524,-0.021489914385538475,0.04832978091214791,0.03642626994848251,0.827015553201312,33.199015600002895,0.19244160000380361
MSE Leaf=31 d=0 MCW=10 L2=3.0,0.6306790960566915,0.06399377222105668,0.060223141789069554,-0.021641998015049742,0.04828328126662046,0.03604095995426179,0.8274368043039512,32.430620699997235,0.1866059000021778
MSE Leaf=31 d=0 MCW=10 L2=15.0,0.6279942635358996,0.0642259570698652,0.06053587603284038,-0.021456497217919902,0.048467618409610454,0.03663358131051063,0.8258063365699797,33.22829649999767,0.2023410999972839
MSE Leaf=31 d=8 MCW=2 L2=3.0,0.6300352866305327,0.06404952570513667,0.06042965465301978,-0.021227307437942093,0.04843513991196216,0.03660851269960402,0.8268407466396234,28.635818000002473,0.1899764999980107
MSE Leaf=31 d=8 MCW=2 L2=15.0,0.6296463433774109,0.06408318443803684,0.06039731485070413,-0.02142005810109721,0.04837493073774598,0.03693032388389111,0.8262180686117202,30.377900899999077,0.1887531999964267
MSE Leaf=31 d=8 MCW=10 L2=3.0,0.6327451946316281,0.06381452041614034,0.06004077713601168,-0.02161939170854691,0.048172591703310744,0.03634672999382019,0.8289022055233717,29.12584419999621,0.19925539999530884
MSE Leaf=31 d=8 MCW=10 L2=15.0,0.6295867259246084,0.0640883421061441,0.06030501268091004,-0.02169380183977003,0.04845975467703535,0.03712741290032864,0.826914116029124,30.485140800003137,0.1705772000059369
MSE Leaf=63 d=0 MCW=2 L2=3.0,0.6429382280324027,0.06292271366664348,0.05926345731785834,-0.021144988100703737,0.047373258249730814,0.03562210392951966,0.8332663877113603,62.238981100003,0.20930760000192095
MSE Leaf=63 d=0 MCW=2 L2=15.0,0.6411384988488938,0.06308109173074214,0.05965787070316982,-0.020497868106434326,0.04742802831997362,0.03520247554779052,0.8309298741665497,61.65572869999596,0.21232949999830453
MSE Leaf=63 d=0 MCW=10 L2=3.0,0.6417847283892133,0.06302426864797664,0.05941894077345188,-0.021010661959438053,0.04743208222463727,0.03598056566715241,0.8323573375050761,62.696808599997894,0.20170859999780077
MSE Leaf=63 d=0 MCW=10 L2=15.0,0.6414259700764611,0.06305582065555135,0.059652893241757425,-0.020434501390840576,0.0473883289098363,0.03526913623511791,0.830737070796856,63.40337089999957,0.19970230000035372
MSE Leaf=63 d=8 MCW=2 L2=3.0,0.6445403890762607,0.06278138565151986,0.05955941947742129,-0.019853914916238315,0.04731710544390337,0.03602285689115525,0.8313253132454844,50.08439820000058,0.18704669999715406
MSE Leaf=63 d=8 MCW=2 L2=15.0,0.6382291246109983,0.06333628214507388,0.060074835565705344,-0.02006237189667883,0.04781880806330583,0.035773186028003695,0.8283925958678268,49.13452220000181,0.1934497999973246
MSE Leaf=63 d=8 MCW=10 L2=3.0,0.6418700082779208,0.06301676614463923,0.059695038397741096,-0.02018948258363025,0.04755259661713309,0.03600050163269043,0.8305650793482307,49.2161952000024,0.21179680000204826
MSE Leaf=63 d=8 MCW=10 L2=15.0,0.63496468159782,0.06362139818170048,0.06040842487490993,-0.019962577762016098,0.04803755982493229,0.036416980743408184,0.826606573721917,58.76184349999676,0.22326730000349926
MSE Leaf=127 d=0 MCW=2 L2=3.0,0.6502610154285675,0.06227414715816891,0.058749303803103406,-0.020654023984783155,0.046629949884236,0.03481394624710081,0.8346424667881339,148.24562790000346,0.2557271999976365
MSE Leaf=127 d=0 MCW=2 L2=15.0,0.6459938807959633,0.06265289608997841,0.05922530207019508,-0.020438908576236342,0.04697008663107825,0.03517917770147323,0.8316269425511776,135.70033300000068,0.2123072000031243
MSE Leaf=127 d=0 MCW=10 L2=3.0,0.6473680191823697,0.06253117861886845,0.0589296743580006,-0.020915108873946386,0.04696409424036153,0.03526030021905899,0.8337375601874576,118.7309802000018,0.22824579999723937
MSE Leaf=127 d=0 MCW=10 L2=15.0,0.6426626459350978,0.06294699101891817,0.05948753105617005,-0.020580508420043407,0.04726538480421554,0.03543530809879302,0.8303517241479311,117.9857004000005,0.1894802999959211
MSE Leaf=127 d=8 MCW=2 L2=3.0,0.6475621901264046,0.0625139603707847,0.05914249228198236,-0.020252428201517878,0.04696923550600498,0.03637025839090347,0.8321027035372278,76.67136330000358,0.18458000000100583
MSE Leaf=127 d=8 MCW=2 L2=15.0,0.6441880525055192,0.06281249284162559,0.059245674019642015,-0.020865266999992672,0.04740431692744341,0.03608447378873825,0.8308498121398923,79.33704890000081,0.18156420000013895
MSE Leaf=127 d=8 MCW=10 L2=3.0,0.6536776535663329,0.06196921915703785,0.05861616606638352,-0.020107938690262946,0.04647892593888185,0.03533395773172378,0.8350004898394345,73.87155419999908,0.18863010000495706
MSE Leaf=127 d=8 MCW=10 L2=15.0,0.6447955012962308,0.06275885260849996,0.059262673683755755,-0.020654517381425867,0.047204412735678915,0.03569026696681976,0.8310284369700642,78.33997279999312,0.19611939999595052
Huber Leaf=31 d=0 MCW=2,0.627548638521987,0.06426441363675209,0.06058613355938235,-0.021429775566090305,0.04858952678791916,0.036610215067863466,0.8249894736278184,33.777225600002566,0.21941890000016429
Huber Leaf=31 d=0 MCW=10,0.6261063409338639,0.06438872362590595,0.060771545427150256,-0.021277382266853558,0.048561667027647,0.03649006199836731,0.8243852853773102,33.4300538000025,0.1821577000009711
Huber Leaf=31 d=8 MCW=2,0.628130280327011,0.06421421449925843,0.060377203635100574,-0.021864551795597584,0.04860591584916759,0.03735422831773759,0.8264295259875033,32.44361480000225,0.20315600000321865
Huber Leaf=31 d=8 MCW=10,0.6263612424513382,0.06436677141935625,0.060401916022124816,-0.022241623234859984,0.04876287013768373,0.03741584610939025,0.8261097777552491,31.813191000001098,0.19175410000025295
Huber Leaf=63 d=0 MCW=2,0.6409424067274836,0.06309832402750651,0.05974127525513053,-0.020307105306640576,0.04746385529091641,0.035509901821613316,0.8300003671021704,62.54017520000343,0.22666290000051958
Huber Leaf=63 d=0 MCW=10,0.6359992620616208,0.0635311765562866,0.060119815611205336,-0.020538212321830902,0.047762748370061316,0.03578864938020706,0.8277056900388616,61.49533959999826,0.20041499999933876
Huber Leaf=63 d=8 MCW=2,0.6380804220747751,0.06334929770106097,0.06013038948346727,-0.01993664414434453,0.04789755391060194,0.03607470118999482,0.8275606428755525,49.46961960000044,0.24134579999372363
Huber Leaf=63 d=8 MCW=10,0.6365634095709995,0.06348192548464471,0.06025615851603123,-0.019978744319572094,0.047993824285446886,0.036461954802274696,0.8270623951842917,50.89434409999376,0.22191320000274573
MSE ColLvl=0.6 ColNd=0.6 d=6 MCW=2 L2=3.0,0.6264100637644703,0.06436256605669205,0.06027193471999027,-0.022579499424360914,0.04847928898267815,0.03677970725297927,0.8253401316747476,27.422584600004484,0.183440699998755
MSE ColLvl=0.6 ColNd=0.6 d=6 MCW=2 L2=15.0,0.6263104133003694,0.06437114944092653,0.059971266557528685,-0.023389999321433187,0.04860243596702017,0.037193543374538424,0.8268098179526246,28.11427050000202,0.17943889999878593
MSE ColLvl=0.6 ColNd=0.6 d=6 MCW=10 L2=3.0,0.6351586191181826,0.06360449541251408,0.05964189051510656,-0.02209924733748572,0.048238060333412214,0.03736936700344086,0.8285945664482534,27.542490800005908,0.1950804000007338
MSE ColLvl=0.6 ColNd=0.6 d=6 MCW=10 L2=15.0,0.6295475046135586,0.06409173502216627,0.059927110345548644,-0.022726459096855216,0.04855483620519238,0.03735017961263658,0.8267181895421272,26.551517100000638,0.19163489999482408
MSE ColLvl=0.6 ColNd=0.6 d=8 MCW=2 L2=3.0,0.639957325582524,0.06318482045123393,0.05931466632092453,-0.021773651380394044,0.04763876059838853,0.0367652400135994,0.8288301555227106,59.694379599997774,0.19870049999735784
MSE ColLvl=0.6 ColNd=0.6 d=8 MCW=2 L2=15.0,0.6365493100233954,0.06348315686554178,0.05956693186873917,-0.021952034837381135,0.04779316396739772,0.036389936506748204,0.827827114140886,61.762319900000875,0.1967713000049116
MSE ColLvl=0.6 ColNd=0.6 d=8 MCW=10 L2=3.0,0.641636625919727,0.0630372958497507,0.05920675478985662,-0.02163933582525927,0.0471074741231581,0.03525831699371338,0.8305177515790914,59.24335650000285,0.20450459999847226
MSE ColLvl=0.6 ColNd=0.6 d=8 MCW=10 L2=15.0,0.6386127642884829,0.06330269077867558,0.059143958821500614,-0.022565965416250108,0.04781383357051918,0.03669088518619537,0.8300951778586468,60.74239780000062,0.20241060000262223
MSE ColLvl=0.6 ColNd=0.8 d=6 MCW=2 L2=3.0,0.623594447566595,0.06460464982050207,0.060439340438325606,-0.022822070572254924,0.0487336101603291,0.037076084017753586,0.8246961939687923,27.015877500001807,0.19043329999840353
MSE ColLvl=0.6 ColNd=0.8 d=6 MCW=2 L2=15.0,0.6274875795279617,0.06426968111600871,0.06009088232632104,-0.022796442078174134,0.048479691481294315,0.03686843395233154,0.8263715173102435,27.798960600004648,0.2010359999985667
MSE ColLvl=0.6 ColNd=0.8 d=6 MCW=10 L2=3.0,0.6305382031323665,0.06400597760919761,0.059960758803958826,-0.022393583317401298,0.04831859417381889,0.03741383635997772,0.8274509299516403,27.07341810000071,0.17438899999979185
MSE ColLvl=0.6 ColNd=0.8 d=6 MCW=10 L2=15.0,0.6287194601498856,0.06416332474530258,0.06024547672712792,-0.02207747216032237,0.04845006586056536,0.03716012024879455,0.8255943515281153,26.319051599995873,0.18883840000489727
MSE ColLvl=0.6 ColNd=0.8 d=8 MCW=2 L2=3.0,0.6447940133238248,0.06275898405861316,0.05878879067726912,-0.021967434332943098,0.04714352004836983,0.03599702632427215,0.8325034193082195,60.75303690000146,0.17010899999877438
MSE ColLvl=0.6 ColNd=0.8 d=8 MCW=2 L2=15.0,0.6367071381549129,0.06346937161725998,0.0594085117195075,-0.02233808113203721,0.04783153958029758,0.03639195340871811,0.8283549027247565,64.76141300000018,0.20550290000392124
MSE ColLvl=0.6 ColNd=0.8 d=8 MCW=10 L2=3.0,0.6445171954048632,0.06278343385479197,0.0589599236309224,-0.021575147073929345,0.04729941580345646,0.03597027027606964,0.8317682144770474,63.49555739999778,0.20178399999713292
MSE ColLvl=0.6 ColNd=0.8 d=8 MCW=10 L2=15.0,0.6370177683982474,0.06344223136126484,0.05967724417308402,-0.0215300545439951,0.0476666840630297,0.03613292574882507,0.8276375547419308,62.53339010000491,0.2011789999960456
MSE ColLvl=0.8 ColNd=0.6 d=6 MCW=2 L2=3.0,0.6252517531163195,0.06446226647824825,0.060502913071180275,-0.022243680209430298,0.04839642244003591,0.03684298521280288,0.8240866455659195,27.77788970000256,0.18696949999866774
MSE ColLvl=0.8 ColNd=0.6 d=6 MCW=2 L2=15.0,0.62676773177474,0.06433174892114385,0.06000543926184088,-0.02319312781112913,0.048554336028322966,0.037101586580276485,0.8266575552376287,27.757882400001108,0.19566690000647213
MSE ColLvl=0.8 ColNd=0.6 d=6 MCW=10 L2=3.0,0.6279287542844576,0.06423161183368585,0.06033449849320274,-0.022032890206908833,0.04827047087085084,0.036346429526805876,0.8246764005225368,26.972098400001414,0.19528889999492094
MSE ColLvl=0.8 ColNd=0.6 d=6 MCW=10 L2=15.0,0.6175410260808384,0.06512206958118823,0.06062782622601848,-0.023772897055298524,0.04931395345705328,0.038307218670845036,0.8226882979604065,27.216957399999956,0.18773069999588188
MSE ColLvl=0.8 ColNd=0.6 d=8 MCW=2 L2=3.0,0.6458125969734594,0.06266893607088499,0.05864835989442778,-0.022085412155012415,0.04725893863901024,0.03584724229574203,0.8332350966588296,65.45340289999876,0.21827070000290405
MSE ColLvl=0.8 ColNd=0.6 d=8 MCW=2 L2=15.0,0.638457657986965,0.06331627398246008,0.05905044009484956,-0.022847233452754884,0.04784159421855829,0.03654007518291473,0.8305006457585635,65.82783629999903,0.21014000000286615
MSE ColLvl=0.8 ColNd=0.6 d=8 MCW=10 L2=3.0,0.6488674125471062,0.062398095521395074,0.05877408204670675,-0.020955419452899866,0.04674243512879567,0.03485223224759103,0.8332243901213785,62.357033199994476,0.19632430000638124
MSE ColLvl=0.8 ColNd=0.6 d=8 MCW=10 L2=15.0,0.6446789685395402,0.06276914648483062,0.05907208186740514,-0.021223922688039437,0.04719649556492104,0.035355155229568475,0.8314405748314438,58.612421800004086,0.18952510000235634
MSE ColLvl=0.8 ColNd=0.8 d=6 MCW=2 L2=3.0,0.6290249910648296,0.0641369189524667,0.06008493680070928,-0.02243534582531926,0.048583737168143876,0.03755003219842911,0.8265151373324001,27.048235300004308,0.16828359999635722
MSE ColLvl=0.8 ColNd=0.8 d=6 MCW=2 L2=15.0,0.6321498422749163,0.06386622394716293,0.060119647916779415,-0.021552783942006992,0.048510256106673776,0.037387016534805306,0.826177158949108,27.304733199998736,0.1949190000013914
MSE ColLvl=0.8 ColNd=0.8 d=6 MCW=10 L2=3.0,0.6265582443958932,0.0643498004135932,0.06011497924517664,-0.022958355425817457,0.0487712688284345,0.037121555805206305,0.8275126796468141,28.33468559999892,0.23171320000255946
MSE ColLvl=0.8 ColNd=0.8 d=6 MCW=10 L2=15.0,0.6304126306158094,0.06401685384718886,0.060162611535739985,-0.02187733414374129,0.04825142592034348,0.03660012328624726,0.8265911012271425,35.028108300000895,0.24171059999935096
MSE ColLvl=0.8 ColNd=0.8 d=8 MCW=2 L2=3.0,0.6464546789661562,0.06261210620059186,0.05876958071948042,-0.021596579013005233,0.04708999054772321,0.03530168640613557,0.8326630624531179,77.72140229999786,0.23489079999853857
MSE ColLvl=0.8 ColNd=0.8 d=8 MCW=2 L2=15.0,0.6431805820237062,0.06290135579453246,0.05885592263314286,-0.02219371378285192,0.04740808060756562,0.03567445546388627,0.8317761085190615,64.74160300000221,0.2209316000007675
MSE ColLvl=0.8 ColNd=0.8 d=8 MCW=10 L2=3.0,0.6457804275346716,0.06267178199187315,0.05882245847294204,-0.021625693925175334,0.04712826434307435,0.03542849153280258,0.8328869964185145,63.894111699999485,0.222124600004463
MSE ColLvl=0.8 ColNd=0.8 d=8 MCW=10 L2=15.0,0.640830545833337,0.06310815209608331,0.059278887932998396,-0.021648378839823023,0.04753959427732774,0.036094284504652026,0.830189386059571,64.2780397999959,0.21391460000450024
Huber ColLvl=0.6 ColNd=0.6 MCW=2,0.6362989566637676,0.06350501744536123,0.05965595462525641,-0.02177278849485884,0.047839611724852654,0.036545802354812626,0.8270704947783593,46.431523799998104,0.23471599999902537
Huber ColLvl=0.6 ColNd=0.6 MCW=10,0.6400953914982757,0.06317270451721267,0.05936883489639346,-0.021590091219499546,0.047380783354491494,0.03582237318158149,0.8289678419410419,43.32103430000279,0.19271750000189058
Huber ColLvl=0.6 ColNd=0.8 MCW=2,0.6404203302907652,0.06314418043447506,0.059213086476364155,-0.021931664625290295,0.04778955488625711,0.03695830357074738,0.8294010378870625,46.45157409999956,0.20879389999754494
Huber ColLvl=0.6 ColNd=0.8 MCW=10,0.6344032569420848,0.06367030426900842,0.059783306733638034,-0.021905795621914796,0.04786878825274512,0.03613702490925788,0.8266626436649857,44.7041762000008,0.19425549999868963
Huber ColLvl=0.8 ColNd=0.6 MCW=2,0.6390125538753926,0.06326766635441188,0.05939859402543727,-0.02178542249174874,0.04795597630129909,0.03707669353485107,0.8282299713238891,46.916777899998124,0.23390959999960614
Huber ColLvl=0.8 ColNd=0.6 MCW=10,0.6411290413372507,0.06308192295145958,0.05937844771952037,-0.0212962191390793,0.047449447361479116,0.03618739688396455,0.8292615629020813,43.79316359999939,0.20174400000541937
Huber ColLvl=0.8 ColNd=0.8 MCW=2,0.6413340902154985,0.06306389874887097,0.05907446764522483,-0.022074025408079637,0.047783716670423915,0.036797852993011484,0.8305479880888172,48.00123779999558,0.20650409999507247
Huber ColLvl=0.8 ColNd=0.8 MCW=10,0.6361626460858592,0.06351691677155319,0.05968492239481299,-0.02172806377268673,0.04752805069265031,0.03528349834680558,0.827765527419575,45.655534700003045,0.19399249999696622
MSE Bin=64 d=6 MCW=2,0.6260566271740523,0.06439300411992759,0.06081562832033745,-0.02116408117723797,0.048546331666475255,0.036770740985870354,0.823829556046677,10.694866500001808,0.19341030000214232
MSE Bin=64 d=6 MCW=10,0.6298346136389286,0.06406689393923869,0.06078401119534674,-0.020245268150879486,0.048309741963793305,0.03674278908967972,0.823889465292569,10.910874299996067,0.22643679999600863
MSE Bin=64 d=8 MCW=2,0.6491644227260294,0.062371699808059566,0.0589779351647759,-0.020293646799476192,0.04702342666475673,0.035975170373916635,0.8322735090861325,17.47409509999852,0.21867870000278344
MSE Bin=64 d=8 MCW=10,0.6489866372391133,0.06238750119664085,0.05887444740703472,-0.020639761355064658,0.04701986514484178,0.03596421527862549,0.8334865433571198,17.83691440000257,0.27611440000328
MSE Bin=128 d=6 MCW=2,0.6286612534164154,0.064168354084005,0.06059876258949827,-0.021103735159519306,0.04842835930332632,0.036468383193016055,0.8255478669407882,11.551668200001586,0.27458930000284454
MSE Bin=128 d=6 MCW=10,0.6315597310327921,0.0639174310393258,0.060325834073829236,-0.02112419782593341,0.04824869432928214,0.0361572802066803,0.8272046790838493,10.934141400000954,0.1855555000001914
MSE Bin=128 d=8 MCW=2,0.6505842851202887,0.062245359977829456,0.05872534991963081,-0.020635360802125188,0.046844894070098765,0.03642448902130127,0.8336747258195365,18.45427710000513,0.2508425999985775
MSE Bin=128 d=8 MCW=10,0.6532208651457714,0.06201007342796404,0.058609027451789523,-0.0202541627296569,0.046465350632961075,0.03534747177362442,0.8350264535009905,18.075820399993972,0.2090325000026496
MSE Bin=512 d=6 MCW=2,0.6269500727608498,0.06431603250460687,0.060706094242340136,-0.02124434416953217,0.048539699572401084,0.03721422588825225,0.8241099687910629,13.104714100001729,0.2097972999981721
MSE Bin=512 d=6 MCW=10,0.632318358508803,0.06385159335887429,0.060272252900305454,-0.02107798626181303,0.04811955168072601,0.036362293958663944,0.8267154024071646,13.00340850000066,0.2273434000017005
MSE Bin=512 d=8 MCW=2,0.6435654535090193,0.06286742340663694,0.05912582187278111,-0.021364693160218832,0.04739786313622487,0.036614956140518184,0.8309662919730963,23.774546299995563,0.2506695999982185
MSE Bin=512 d=8 MCW=10,0.6477085852162661,0.06250097554460292,0.05892279535355611,-0.02084409104970915,0.04706243731599394,0.035722638130187986,0.8331427976773729,22.510911999997916,0.23212280000007013
MSE Bin=1024 d=6 MCW=2,0.6270400964265737,0.0643082717279173,0.06047443710729042,-0.021872271713595046,0.04854581234380654,0.03708873268961906,0.8250031934440599,16.3952758000014,0.22942740000144113
MSE Bin=1024 d=6 MCW=10,0.63079024428556,0.0639841419380159,0.06044368511826561,-0.02098883868483071,0.048170041061182875,0.03628943264484405,0.8256915016146016,15.614668499998515,0.18801879999955418
MSE Bin=1024 d=8 MCW=2,0.6457878054269407,0.06267112930622344,0.05897001061256792,-0.021218112463824962,0.04705170913588007,0.03596866178512574,0.8321309540754122,29.451543299997866,0.295745800001896
MSE Bin=1024 d=8 MCW=10,0.6515287174151884,0.062161181873035536,0.05859895640454994,-0.02074065669233465,0.04678086309718485,0.035688035637140264,0.834678801338696,32.00252439999895,0.2627312999975402
Huber Bin=128 MCW=2,0.638972763616154,0.0632711531342219,0.05958354004692748,-0.021284749804695274,0.04770904573710467,0.03669110691547395,0.8281947188020493,15.902791000000434,0.2107694000005722
Huber Bin=128 MCW=10,0.64212560850827,0.06299427434657394,0.05948038470568981,-0.020745178605540093,0.047281234950409715,0.03588142675161361,0.8295090914874995,14.53904440000042,0.2131013999969582
Huber Bin=512 MCW=2,0.6403627072368214,0.06314923969541597,0.05934942503256125,-0.021574805270384145,0.047717408415555315,0.03669463729858398,0.8291598093011306,18.448048400001426,0.20301950000430224
Huber Bin=512 MCW=10,0.6430034456828138,0.0629169669593971,0.05932088683904694,-0.020966094439222795,0.047353038017795585,0.03592768728733062,0.8294776398457667,19.01374329999817,0.24310569999943255
