artifact_arm,dataset,model,beta,station,test_row_count,test_target_mean,test_target_standard_deviation,R2,RMSE,MAE,Bias,Pearson
original,derived_8.2,2.1_c1,0.0,BurntMountain_WA,246,0.04132113821138213,0.04351822485625344,-0.6898127597420887,0.056570558240301,0.0480427069454416,-0.0374096722979613,0.3079448306962209
original,derived_8.2,2.1_c1,0.0,CayusePass_WA,1081,0.18881776133209993,0.11943179963127902,0.7676207500869299,0.0575729720325299,0.0460033839675946,0.0006201425061443,0.8879619976692801
original,derived_8.2,2.1_c1,0.0,Darrington,999,0.20422922922922923,0.09343116122790567,0.8071234946135399,0.0410328243339093,0.03283592821507,-0.022884864463015,0.939543834452456
original,derived_8.2,2.1_c1,0.0,HartsPass_WA_515,89,0.15382022471910112,0.1479022271787815,0.6529777774937056,0.0871271197388977,0.0556927870679437,-0.0107135383165284,0.8113661142744466
original,derived_8.2,2.1_c1,0.0,MartenRidge_WA_999,790,0.18623417721518987,0.10745482228321798,-0.1617250390508255,0.1158184064620635,0.0870692379337322,-0.0754262664084193,0.5958088064908801
original,derived_8.2,2.1_c1,0.0,Paradise_WA,1067,0.16973383317713214,0.09841592784423522,0.7602791394914153,0.0481857147388166,0.0390391248936896,-0.0132499075331973,0.8871843239240901
original,derived_8.2,2.1_c1,0.0,Quinault,1044,0.2410258620689655,0.06940345358458443,0.6562048354239622,0.0406940546488358,0.0322973795061595,0.0226126586566482,0.8731344022942279
original,derived_8.2,2.1_c1,0.0,RainyPass_WA_711,986,0.11095334685598378,0.07466173789452946,0.0344665714150104,0.0733637888046003,0.0615518128660943,-0.0253834747306957,0.4010877053765781
original,derived_8.2,2.1_c1,0.0,SourdoughGulch_WA_985,906,0.2381887417218543,0.08016483243232275,0.5233406069496898,0.0553462202374535,0.0402377004560255,-0.0038690217129442,0.7543050900321088
original,derived_8.2,2.1_c1,0.0,Spokane,897,0.15959308807134895,0.11485446404947203,0.9057380740810188,0.0352627382947815,0.0252994969487356,0.0033920856206413,0.9553759367474512
original,derived_8.2,2.1_c1,0.0,Touchet_WA_824,171,0.19849122807017539,0.030276381550284264,-1.6684417973299173,0.049457577135066,0.044890318547773,0.0257621044032057,-0.3202078314569238
original,derived_8.2,2.2_global,0.0,BeaverPass_WA_990,626,0.23447923322683706,0.0911125960545272,0.4534156414032886,0.0673607665719006,0.0609547317553156,-0.0562242855415843,0.914892602970898
original,derived_8.2,2.2_global,0.0,BurntMountain_WA,246,0.04132113821138213,0.04351822485625344,-1.0577829931994145,0.0624267834819288,0.0530805792966024,-0.0410210132350524,0.1722809780836406
original,derived_8.2,2.2_global,0.0,CayusePass_WA,1081,0.18881776133209993,0.11943179963127902,0.7635466605235631,0.0580754658861332,0.0456187964007189,0.0008681568678857,0.8873203578097455
original,derived_8.2,2.2_global,0.0,Darrington,999,0.20422922922922923,0.09343116122790567,0.8672445799824279,0.0340422202432163,0.0264251665239398,-0.0121017678833759,0.9466527196652296
original,derived_8.2,2.2_global,0.0,HartsPass_WA_515,89,0.15382022471910112,0.1479022271787815,0.6958849349084508,0.0815630919800467,0.0540031157949667,-0.0101316490183385,0.8387454893181512
original,derived_8.2,2.2_global,0.0,MartenRidge_WA_999,790,0.18623417721518987,0.10745482228321798,-0.5846526621104364,0.1352673408408708,0.1113821210554883,-0.1106913378155684,0.6984054218821616
original,derived_8.2,2.2_global,0.0,Paradise_WA,1067,0.16973383317713214,0.09841592784423522,0.7955031441042355,0.0445049901100384,0.03407079476396,-0.0192717868201539,0.9185750591441372
original,derived_8.2,2.2_global,0.0,Quinault,1044,0.2410258620689655,0.06940345358458443,0.3153758037368595,0.0574258198187051,0.0484321650513858,0.046779963058473,0.8799020273394595
original,derived_8.2,2.2_global,0.0,RainyPass_WA_711,986,0.11095334685598378,0.07466173789452946,-0.0079258213625874,0.0749570317363562,0.0624526348573743,-0.0266319126986405,0.3769182925580777
original,derived_8.2,2.2_global,0.0,SourdoughGulch_WA_985,906,0.2381887417218543,0.08016483243232275,0.4491144672788963,0.0594996721435759,0.041846956853835,-0.0038344132068667,0.7381888616527705
original,derived_8.2,2.2_global,0.0,Spokane,897,0.15959308807134895,0.11485446404947203,0.9369777378196836,0.0288333347200775,0.0210255514547444,0.0001640290614952,0.972639187276484
original,derived_8.2,2.2_global,0.0,Touchet_WA_824,171,0.19849122807017539,0.030276381550284264,-1.07033762106705,0.0435636797415626,0.0412406715060535,0.0331983974443541,0.39403064761411
original,derived_8.2,V3,0.0,BeaverPass_WA_990,626,0.23447923322683706,0.0911125960545272,0.4738523754513364,0.0660894637593985,0.0566506883885723,-0.0438355580477859,0.8407726930493632
original,derived_8.2,V3,0.0,BurntMountain_WA,246,0.04132113821138213,0.04351822485625344,-1.2167514455636814,0.064793236198714,0.054593802740237,-0.0418417632346594,0.1267374828749109
original,derived_8.2,V3,0.0,CayusePass_WA,1081,0.18881776133209993,0.11943179963127902,0.7875471901175359,0.0550492258753106,0.0448210070787013,-0.0077065319995517,0.8925303411443659
original,derived_8.2,V3,0.0,Darrington,999,0.20422922922922923,0.09343116122790567,0.7979024677746156,0.0420022206257904,0.0338578187451885,-0.0258530418935779,0.9472533721620294
original,derived_8.2,V3,0.0,HartsPass_WA_515,89,0.15382022471910112,0.1479022271787815,0.698797234927744,0.0811716157905234,0.0543951355697733,-0.009055580665891,0.8402002999088349
original,derived_8.2,V3,0.0,MartenRidge_WA_999,790,0.18623417721518987,0.10745482228321798,-0.0309243618725514,0.109103657945697,0.0906301466525355,-0.0881920185647433,0.8034955815668661
original,derived_8.2,V3,0.0,Paradise_WA,1067,0.16973383317713214,0.09841592784423522,0.698710381879846,0.0540203600841552,0.0426926973277551,-0.0207085435964383,0.8630147341813423
original,derived_8.2,V3,0.0,Quinault,1044,0.2410258620689655,0.06940345358458443,0.720392826611695,0.0366990850126039,0.0299515728939081,0.0186158506318755,0.8911939855264495
original,derived_8.2,V3,0.0,RainyPass_WA_711,986,0.11095334685598378,0.07466173789452946,-0.1123761079798324,0.0787451692753242,0.0649315030674845,-0.0341175218753169,0.350455730025592
original,derived_8.2,V3,0.0,SourdoughGulch_WA_985,906,0.2381887417218543,0.08016483243232275,0.3319885437115983,0.0655202950423965,0.0475394210165436,-0.0102298487638006,0.6897745908893996
original,derived_8.2,V3,0.0,Spokane,897,0.15959308807134895,0.11485446404947203,0.9583361310833448,0.0234437821824286,0.0172485772016289,-0.005266796165502,0.9811874688426042
original,derived_8.2,V3,0.0,Touchet_WA_824,171,0.19849122807017539,0.030276381550284264,-1.3611024671428398,0.0465223224593758,0.0404967630857612,0.0253453735622048,0.0253812012614446
