station_id,date,window_start,window_end,window_span_days,lstm_scalar_prediction,lstm_z_00,lstm_z_01,lstm_z_02,lstm_z_03,lstm_z_04,lstm_z_05,lstm_z_06,lstm_z_07,lstm_z_08,lstm_z_09,lstm_z_10,lstm_z_11,lstm_z_12,lstm_z_13,lstm_z_14,lstm_z_15,lstm_z_16,lstm_z_17,lstm_z_18,lstm_z_19,lstm_z_20,lstm_z_21,lstm_z_22,lstm_z_23,lstm_z_24,lstm_z_25,lstm_z_26,lstm_z_27,lstm_z_28,lstm_z_29,lstm_z_30,lstm_z_31,lstm_z_32,lstm_z_33,lstm_z_34,lstm_z_35,lstm_z_36,lstm_z_37,lstm_z_38,lstm_z_39,lstm_z_40,lstm_z_41,lstm_z_42,lstm_z_43,lstm_z_44,lstm_z_45,lstm_z_46,lstm_z_47,lstm_z_48,lstm_z_49,lstm_z_50,lstm_z_51,lstm_z_52,lstm_z_53,lstm_z_54,lstm_z_55,lstm_z_56,lstm_z_57,lstm_z_58,lstm_z_59,lstm_z_60,lstm_z_61,lstm_z_62,lstm_z_63
Darrington,2019-01-11,2019-01-01,2019-01-10,10,0.26289922,-0.5546963,1.4648287,1.5599234,1.8527647,-0.62640595,-0.6363422,0.27185866,-0.2904821,-0.6402351,-0.6381322,1.1873486,-0.05787413,0.11272622,-0.650915,0.70664585,-0.640807,-0.36223465,0.5946319,1.3802935,-0.65075994,-0.63474643,-0.634591,-0.63115495,-0.65068924,-0.6501786,0.4335586,-0.65308774,-0.6347519,-0.65067375,-0.6317385,1.999165,-0.6439782,-0.6355292,-0.63751334,3.3248122,-0.31387502,0.6200494,0.9996491,-0.6411245,-0.65015614,-0.6297836,-0.6363891,-0.63932437,-0.37728342,-0.6359822,-0.6351183,-0.64956594,2.63653,-0.62971324,-0.08687238,-0.6404651,-0.6303921,2.139904,-0.63805765,-0.64636475,0.44821033,-0.632055,0.7547637,1.9952222,-0.638525,-0.63472736,1.1693084,-0.6413158,-0.63846177
Darrington,2019-01-12,2019-01-02,2019-01-11,10,0.2703406,-0.5597671,1.2950175,1.5839447,1.8736932,-0.6352798,-0.6453568,0.19828796,-0.28876463,-0.6491975,-0.6470681,1.0685396,0.12760796,0.18877964,-0.66002816,0.6527349,-0.6497744,-0.19219631,0.5476691,1.4009422,-0.65987146,-0.6437387,-0.4363414,-0.64009607,-0.65979886,-0.6592919,0.41682163,-0.66223705,-0.6437449,-0.6597943,-0.6406873,2.0269969,-0.6530025,-0.64455384,-0.646545,3.1286533,-0.26067692,0.67709446,1.0330824,-0.65010387,-0.6592664,-0.63870233,-0.6452958,-0.6482697,-0.32595515,-0.6448871,-0.6440069,-0.6586606,2.9325874,-0.63863194,-0.054430638,-0.64952636,-0.63932246,1.8551633,-0.647098,-0.655535,0.3169725,-0.6410024,0.5691966,2.326178,-0.6475704,-0.64372104,1.1941247,-0.6502919,-0.64743674
Darrington,2019-01-13,2019-01-03,2019-01-12,10,0.27633947,-0.5590663,1.2440771,1.612201,1.8516598,-0.63507867,-0.6451524,0.21390012,-0.33656442,-0.6489944,-0.6468655,1.0576009,0.20244864,0.21163034,-0.65982157,0.57590586,-0.64957106,-0.14403751,0.5532944,1.4275254,-0.6596649,-0.64353484,-0.33100003,-0.6398934,-0.6595924,-0.65908533,0.42609593,-0.6620296,-0.643541,-0.65958756,-0.6404844,2.003385,-0.65279794,-0.6443492,-0.64634025,3.0282156,-0.25720057,0.61192113,1.037725,-0.6499003,-0.6590599,-0.63850015,-0.6450939,-0.6480669,-0.26136237,-0.6446852,-0.6438054,-0.6584544,3.0675018,-0.63842976,-0.02510543,-0.64932096,-0.63912004,1.6857533,-0.646893,-0.65532714,0.20886275,-0.6407996,0.44391114,2.5182114,-0.64736533,-0.64351714,1.2224228,-0.6500884,-0.64723325
Darrington,2019-01-14,2019-01-04,2019-01-13,10,0.29179314,-0.57096153,1.4668443,1.6869025,1.6511549,-0.60886157,-0.6185197,0.49001974,-0.43737453,-0.6225157,-0.6204653,1.6096835,-0.23152798,-0.10634761,-0.6328975,0.4157055,-0.6230777,-0.4722664,0.6840665,1.5385165,-0.63274574,-0.6169679,-0.6168298,-0.61347765,-0.6326788,-0.6321608,0.44399083,-0.63499886,-0.6169722,-0.63264173,-0.614046,2.0193007,-0.6261363,-0.61768675,-0.61965704,3.324398,-0.21479574,0.2606387,0.95154405,-0.6233714,-0.63214445,-0.6121504,-0.61877966,-0.62163866,-0.36938396,-0.6183767,-0.6175448,-0.6315852,2.4978263,-0.61208034,-0.26375842,-0.62255025,-0.612736,2.0727956,-0.6201842,-0.6282345,0.44874126,-0.61436516,0.6831003,2.091351,-0.62064165,-0.6169461,1.2878566,-0.62356937,-0.6207176
Darrington,2019-01-15,2019-01-05,2019-01-14,10,0.27508405,-0.5642745,1.4583433,1.6909095,1.6170849,-0.6004821,-0.61000746,0.54361135,-0.43028504,-0.61405265,-0.61202735,1.6217768,-0.18502083,-0.19790773,-0.6242921,0.24722943,-0.61460996,-0.4662454,0.7079763,1.6073216,-0.62414193,-0.60847664,-0.6083468,-0.60503477,-0.6240768,-0.62355524,0.3597237,-0.62635934,-0.6084804,-0.6240294,-0.6055958,1.9097576,-0.61761475,-0.60916495,-0.61112857,3.2927306,-0.20567322,0.07232855,0.8878959,-0.6148923,-0.6235418,-0.6037286,-0.61036915,-0.6131918,-0.20220706,-0.609968,-0.6091514,-0.62299734,2.5641418,-0.6036586,-0.4304586,-0.6139938,-0.6043032,2.0948794,-0.6116476,-0.61957526,0.35067177,-0.60591626,0.7225308,2.221595,-0.61210036,-0.6084535,1.3568585,-0.61509347,-0.6122427
Darrington,2019-01-16,2019-01-06,2019-01-15,10,0.26077953,-0.52305657,1.4283454,1.6806169,1.6013949,-0.59896356,-0.6084649,0.57841957,-0.41484416,-0.61251897,-0.6104982,1.5929999,-0.10204952,-0.18554379,-0.62273264,0.1283393,-0.61307544,-0.4184363,0.7849147,1.6148092,-0.62258273,-0.6069379,-0.57766646,-0.6035047,-0.62251794,-0.62199575,0.2802468,-0.6247937,-0.6069415,-0.62246865,-0.60406446,1.8209261,-0.6160705,-0.60762066,-0.6095831,3.2350242,-0.16686743,-0.05082228,0.81532395,-0.61335576,-0.6219828,-0.60220236,-0.60884506,-0.611661,-0.025039615,-0.60844415,-0.60763043,-0.62144107,2.6559107,-0.6021324,-0.56110775,-0.61244327,-0.602775,2.0596688,-0.61010057,-0.618006,0.26503062,-0.6043852,0.66867113,2.4096076,-0.6105525,-0.6069145,1.3872173,-0.61355746,-0.6107069
Darrington,2019-01-17,2019-01-07,2019-01-16,10,0.2548838,-0.46777627,1.3570299,1.6686406,1.5834389,-0.6027879,-0.61234987,0.6079281,-0.38939133,-0.61638147,-0.6143493,1.4977927,0.030949716,-0.13918859,-0.6266601,0.02299799,-0.6169401,-0.36129788,0.9038609,1.5799094,-0.6265095,-0.61081326,-0.40916172,-0.60735804,-0.62644386,-0.6259233,0.19765458,-0.62873673,-0.61081713,-0.62639934,-0.6079211,1.7538,-0.6199597,-0.61151,-0.61347544,3.1254244,-0.13382521,-0.14670558,0.7512695,-0.6172256,-0.62590903,-0.6060461,-0.61268353,-0.6155162,0.15848824,-0.61228186,-0.6114611,-0.6253605,2.8012657,-0.60597605,-0.61231536,-0.6163484,-0.6066237,1.979748,-0.6139967,-0.6219581,0.16186796,-0.6082412,0.5281628,2.6572242,-0.6144507,-0.6107905,1.413121,-0.61742586,-0.61457485
Darrington,2019-01-18,2019-01-08,2019-01-17,10,0.26006308,-0.41653624,1.2810899,1.7903129,1.4728429,-0.60293657,-0.61250085,0.5676743,-0.43012115,-0.6165316,-0.614499,1.4840323,0.112508394,-0.18791524,-0.62681276,-0.01404392,-0.6170903,-0.34740302,0.87508994,1.5451019,-0.62666214,-0.6109639,-0.25890452,-0.6075078,-0.6265965,-0.626076,0.22826989,-0.62889,-0.6109678,-0.6265521,-0.608071,1.7119086,-0.62011087,-0.61166114,-0.6136267,3.1022015,0.0076554436,-0.28716785,0.69125205,-0.617376,-0.6260617,-0.60619545,-0.6128327,-0.61566603,0.2320665,-0.61243105,-0.61161,-0.62551284,2.7814362,-0.6061255,-0.6118992,-0.61650014,-0.60677326,1.8060119,-0.6141481,-0.6221117,0.0665767,-0.6083911,0.5940387,2.919468,-0.61460227,-0.6109412,1.409828,-0.6175762,-0.6147252
Darrington,2019-01-19,2019-01-09,2019-01-18,10,0.26176372,-0.37159008,1.2688819,1.8625928,1.3804034,-0.60030335,-0.60982585,0.56883055,-0.45024922,-0.61387205,-0.61184734,1.594606,0.044990554,-0.2321599,-0.6241085,-0.022778124,-0.6144293,-0.4359058,0.84590834,1.545844,-0.62395835,-0.6082955,-0.34390143,-0.60485464,-0.62389326,-0.62337166,0.2592199,-0.626175,-0.6082992,-0.62384564,-0.6054155,1.6866484,-0.61743295,-0.60898316,-0.61094666,3.1904202,0.11883534,-0.41083872,0.65469,-0.6147114,-0.62335825,-0.6035489,-0.61018974,-0.61301154,0.22653581,-0.6097886,-0.6089724,-0.6228141,2.565738,-0.6034789,-0.600249,-0.6138113,-0.60412323,1.8404334,-0.61146545,-0.6193905,0.12947267,-0.605736,0.7850034,2.908316,-0.6119181,-0.6082723,1.4214612,-0.6149126,-0.6120619
Darrington,2019-01-20,2019-01-10,2019-01-19,10,0.2613469,-0.35364634,1.3577099,1.9334149,1.309177,-0.5894247,-0.59877485,0.61415225,-0.47379142,-0.60288495,-0.6008928,1.8000381,-0.14044501,-0.33271804,-0.61293656,-0.035811886,-0.60343605,-0.5716146,0.7956972,1.5546265,-0.61278844,-0.59727174,-0.58090246,-0.59389365,-0.61272573,-0.61219954,0.2904846,-0.61495876,-0.5972747,-0.6126647,-0.5944451,1.7037761,-0.6063699,-0.59791976,-0.5998746,3.3733265,0.14991567,-0.47649783,0.6464211,-0.60370344,-0.6121899,-0.59261525,-0.5992708,-0.60204536,0.15490803,-0.59887207,-0.59807575,-0.61166495,2.2071168,-0.59254545,-0.55879796,-0.602703,-0.5931754,1.988259,-0.6003828,-0.60814863,0.26303905,-0.5947673,0.98573554,2.673755,-0.60082936,-0.5972469,1.3606571,-0.6039087,-0.60105944
Darrington,2019-01-21,2019-01-11,2019-01-20,10,0.25614214,-0.32163736,1.4426366,2.0139318,1.2491943,-0.57906854,-0.58825445,0.7243887,-0.48862654,-0.5924254,-0.59046423,2.057181,-0.3334078,-0.47079495,-0.60230106,-0.14977016,-0.5929707,-0.58404964,0.7741715,1.494329,-0.6021549,-0.5867773,-0.5866686,-0.58345896,-0.60209435,-0.6015639,0.29786474,-0.6042811,-0.58677953,-0.6020206,-0.5840015,1.6820799,-0.5958381,-0.5873876,-0.58933425,3.5636895,0.1767536,-0.52294,0.60245526,-0.59322405,-0.60155785,-0.58220667,-0.58887625,-0.5916057,0.07615845,-0.5884797,-0.58770233,-0.60105115,1.77243,-0.5821369,-0.5290351,-0.59212804,-0.5827532,2.1606767,-0.58983237,-0.59744656,0.38601676,-0.5843252,1.1248776,2.4066687,-0.590273,-0.58675086,1.2427908,-0.59343326,-0.5905853
Darrington,2019-01-22,2019-01-12,2019-01-21,10,0.25439972,-0.37259302,1.2042027,1.847769,1.3245058,-0.58772945,-0.5970527,0.87575436,-0.37570783,-0.60117275,-0.5991856,1.8667204,-0.24613832,-0.4513131,-0.6111955,-0.18815786,-0.6017229,-0.56828916,0.74971235,1.5410025,-0.61104774,-0.5955538,-0.41104856,-0.5921855,-0.61098534,-0.61045843,0.32013312,-0.61321086,-0.5955567,-0.6109223,-0.5927355,1.5959698,-0.60464585,-0.5961957,-0.5981492,3.4890072,0.34951633,-0.52140146,0.6064451,-0.601988,-0.61044943,-0.5909114,-0.5975692,-0.60033643,0.20642224,-0.5971708,-0.5963776,-0.6099275,2.148258,-0.59084153,-0.52060306,-0.6009719,-0.5914693,1.9054115,-0.5986557,-0.6063967,0.1024004,-0.59305793,0.97812915,2.7430072,-0.5991013,-0.59552866,1.3782209,-0.6021939,-0.59934485
Darrington,2019-01-23,2019-01-13,2019-01-22,10,0.25212336,-0.42703703,1.2167552,1.8230741,1.3034139,-0.5902477,-0.59961087,0.8865,-0.3583497,-0.60371614,-0.60172147,1.9358962,-0.39569545,-0.45922568,-0.61378175,-0.11814035,-0.6042677,-0.5951762,0.7096807,1.6256131,-0.61363345,-0.59810567,-0.45352298,-0.5947228,-0.6135705,-0.6130447,0.37754405,-0.6158073,-0.5981087,-0.61351055,-0.59527504,1.5993764,-0.6072069,-0.59875673,-0.60071224,3.5634208,0.37137803,-0.48623696,0.64511687,-0.60453624,-0.6130348,-0.5934424,-0.6000969,-0.60287493,0.179654,-0.5996979,-0.5989001,-0.61250836,2.0900722,-0.5933725,-0.41952005,-0.60354334,-0.5940036,1.8423051,-0.6012212,-0.6089991,0.17581716,-0.5955971,1.1171803,2.5772293,-0.60166824,-0.59808093,1.34569,-0.6047412,-0.6018918
Darrington,2019-01-24,2019-01-14,2019-01-23,10,0.2589979,-0.46096697,1.239597,1.8346652,1.3292702,-0.593951,-0.6033728,0.8565779,-0.359174,-0.6074563,-0.60545063,1.9091394,-0.3810798,-0.49814704,-0.6175849,-0.033993475,-0.60801,-0.59886205,0.6745047,1.6142586,-0.61743593,-0.6018584,-0.46914756,-0.5984542,-0.6173722,-0.6168479,0.3849679,-0.6196255,-0.60186166,-0.6173167,-0.5990096,1.6497725,-0.61097294,-0.6025229,-0.60448134,3.5648205,0.32862073,-0.40077263,0.6868861,-0.6082835,-0.6168367,-0.5971644,-0.6038139,-0.60660803,0.13687027,-0.60341406,-0.6026095,-0.61630374,2.101721,-0.59709454,-0.31912896,-0.6073248,-0.59773046,1.8743576,-0.60499394,-0.612826,0.16952628,-0.599331,1.1572177,2.5154095,-0.60544306,-0.60183424,1.2992123,-0.6084871,-0.60563725
Darrington,2019-01-25,2019-01-15,2019-01-24,10,0.26413915,-0.46318197,1.2457087,1.8087004,1.3937212,-0.59876657,-0.60826474,0.886713,-0.33029747,-0.61231995,-0.6102998,1.8538952,-0.3509379,-0.46474075,-0.6225303,-0.0025460785,-0.6128763,-0.6025006,0.681349,1.6046046,-0.62238044,-0.6067382,-0.42391124,-0.60330623,-0.62231565,-0.6217934,0.39923802,-0.6245905,-0.60674185,-0.6222662,-0.6038658,1.6552236,-0.6158701,-0.60742027,-0.6093825,3.5497186,0.30141822,-0.33740598,0.6757439,-0.6131564,-0.6217806,-0.60200435,-0.6086473,-0.6114624,0.15142216,-0.60824645,-0.607433,-0.6212391,2.210651,-0.6019344,-0.30453596,-0.61224204,-0.6025767,1.8360449,-0.6098999,-0.6178024,0.11485333,-0.60418653,1.0826563,2.5199556,-0.6103516,-0.6067148,1.2904224,-0.61335814,-0.61050767
Darrington,2019-01-26,2019-01-16,2019-01-25,10,0.2638516,-0.4572813,1.2204962,1.7548722,1.4461417,-0.60526234,-0.6148635,0.94158417,-0.28123263,-0.61888057,-0.61684096,1.8003992,-0.3109899,-0.39095864,-0.6292013,-0.009248873,-0.6194406,-0.5680976,0.7195651,1.6188712,-0.6290502,-0.6133207,-0.33148396,-0.60985124,-0.62898403,-0.6284645,0.4162688,-0.63128793,-0.61332476,-0.6289425,-0.6104164,1.6227219,-0.6224761,-0.6140264,-0.61599386,3.5118518,0.301478,-0.3131419,0.6393901,-0.61972946,-0.6284494,-0.608533,-0.61516714,-0.6180105,0.20535152,-0.6147649,-0.61393964,-0.6278965,2.3441706,-0.608463,-0.32476065,-0.618875,-0.6091139,1.740985,-0.6165175,-0.6245151,0.05089453,-0.6107362,0.9625099,2.58696,-0.616973,-0.6132983,1.3223053,-0.6199288,-0.6170774
Darrington,2019-01-27,2019-01-17,2019-01-26,10,0.25908285,-0.47870862,1.1314352,1.7102903,1.4952248,-0.6091391,-0.61880165,0.9806422,-0.2344043,-0.62279594,-0.62074476,1.5970887,-0.114085585,-0.3980485,-0.6331825,-0.030880237,-0.62335813,-0.41011545,0.72002643,1.6179284,-0.6330307,-0.61724913,-0.09979258,-0.6137573,-0.6329637,-0.6324458,0.40754032,-0.63528496,-0.6172535,-0.63292694,-0.6143258,1.5718952,-0.62641853,-0.617969,-0.61993945,3.3101504,0.230099,-0.27538106,0.6358366,-0.6236522,-0.63242936,-0.6124293,-0.6190582,-0.62191844,0.29655376,-0.61865515,-0.61782277,-0.6318696,2.6942115,-0.6123592,-0.35281807,-0.6228336,-0.61301523,1.6336906,-0.6204669,-0.62852126,-0.19656168,-0.614645,0.72234076,2.858259,-0.62092453,-0.6172274,1.3326406,-0.6238501,-0.62099826
Darrington,2019-01-28,2019-01-18,2019-01-27,10,0.2594178,-0.45494246,1.0611272,1.7570286,1.4568999,-0.60122424,-0.6107614,1.1091409,-0.26434144,-0.6148022,-0.61277467,1.5526203,-0.005218586,-0.48631445,-0.62505424,-0.15699406,-0.6153599,-0.35426006,0.7775143,1.586213,-0.6249039,-0.6092287,-0.093685985,-0.6057825,-0.62483865,-0.6243174,0.35848016,-0.6271245,-0.6092325,-0.62479216,-0.6063442,1.5550635,-0.61836946,-0.6099197,-0.61188394,3.156321,0.29552227,-0.32359207,0.58837205,-0.61564326,-0.6243037,-0.6044744,-0.6111141,-0.6139399,0.4032701,-0.6107127,-0.6098948,-0.6237579,2.7854185,-0.60440445,-0.3622308,-0.61475164,-0.60505,1.6324868,-0.61240363,-0.62034214,-0.35979724,-0.60666454,0.47803104,3.0662448,-0.6128568,-0.60920566,1.2622029,-0.57326037,-0.6129933
