id,group,Configuration,year,R2,RMSE,ubRMSE,Bias,MAE,Med|Err|,Pearson
34,A,A MSE d=8 LR=0.01 MCW=10 Est=1500,2023,0.6581389452251352,0.06290965355261288,0.05516658821302924,-0.0302369319714167,0.049017206752740426,0.04016852712631225,0.860206760067609
34,A,A MSE d=8 LR=0.01 MCW=10 Est=1500,2024,0.6402997111949533,0.05985720047251368,0.05641801151039666,-0.019997310489959372,0.04395512379921775,0.033429851293563836,0.8348629091907911
34,A,A MSE d=8 LR=0.01 MCW=10 Est=1500,2025,0.6395814371383619,0.06287672161060824,0.06221278006430162,-0.009113293431514352,0.045967788696742416,0.031125064790248867,0.8094498449512889
35,A,A MSE d=8 LR=0.01 MCW=15 Est=1500,2023,0.6557078286155363,0.06313294567345663,0.05536627742304313,-0.030337174451856814,0.04926860381915214,0.041297820687293985,0.8592284470438465
35,A,A MSE d=8 LR=0.01 MCW=15 Est=1500,2024,0.6330436947169189,0.06045791768196338,0.05698180155814382,-0.020204803946321678,0.04439018579205271,0.03406408262252808,0.8315494716494805
35,A,A MSE d=8 LR=0.01 MCW=15 Est=1500,2025,0.6363614365195688,0.06315696922801937,0.06247724867990375,-0.009241004245127553,0.046404130621969075,0.03134499567747116,0.8083007634765701
36,A,A MSE d=9 LR=0.01 MCW=5 Est=1500,2023,0.6573272052859171,0.0629842979142567,0.05515933417496056,-0.030405092289399038,0.0490307081681328,0.040961975812911985,0.8595763191994069
36,A,A MSE d=9 LR=0.01 MCW=5 Est=1500,2024,0.63354371981709,0.06041671280122044,0.056698322851136795,-0.020868142424965576,0.044359526753082495,0.03385519886016847,0.8316253601689263
36,A,A MSE d=9 LR=0.01 MCW=5 Est=1500,2025,0.6458721471488696,0.06232558410405074,0.061550803045900195,-0.009796789184009865,0.045236140186735115,0.030314507246017454,0.8125932255980498
37,A,A MSE d=9 LR=0.01 MCW=8 Est=1500,2023,0.658117071040721,0.06291166617635593,0.055239967645935174,-0.030106871567159518,0.048991498668455,0.04062009555101395,0.8593710312543311
37,A,A MSE d=9 LR=0.01 MCW=8 Est=1500,2024,0.6362366946477633,0.06019431151016378,0.05653263858455054,-0.020674039708641647,0.044364613543732466,0.03404257750511169,0.8328143785558855
37,A,A MSE d=9 LR=0.01 MCW=8 Est=1500,2025,0.6460911059266611,0.062306313036099376,0.0615612067903304,-0.00960700071149105,0.04524437235702602,0.030715002477169046,0.8129283563838959
38,A,A MSE d=9 LR=0.01 MCW=10 Est=1500,2023,0.6615061050492652,0.06259907263568056,0.055105258750815976,-0.029699399873618856,0.04875616867388753,0.040414373278617854,0.8601087669901252
38,A,A MSE d=9 LR=0.01 MCW=10 Est=1500,2024,0.6336610081919436,0.060407043509773134,0.0567812466243583,-0.02061312537235996,0.04442351049396379,0.03384486842155457,0.8318097763753111
38,A,A MSE d=9 LR=0.01 MCW=10 Est=1500,2025,0.6514613353955386,0.06183178663626592,0.06107272457485125,-0.009658786240365619,0.04495345617831946,0.030684752523899086,0.8161302217919465
39,A,A MSE d=9 LR=0.01 MCW=15 Est=1500,2023,0.6623562849393969,0.0625204095735249,0.05510874021768277,-0.029526739827845202,0.048617222393654014,0.04031074595451356,0.8601721146382155
39,A,A MSE d=9 LR=0.01 MCW=15 Est=1500,2024,0.6337163254111524,0.06040248260321471,0.05677478786282361,-0.020617549956950434,0.044314944301068616,0.03374992895126344,0.8321111887947925
