family,policy,station,rmse_mean,rmse_std,bias_mean,ubrmse_mean
Guarded_Backbone54_k2,auto_soft,ECE_BBG_Lost_Meadow,0.04795114969640028,0.0008206872921653191,0.04147411453152984,0.0240287512563821
Guarded_Backbone54_k2,auto_soft,ECE_BBG_Main_St,0.0490392738905755,0.001135195449096693,0.04643430302050236,0.01571296143264984
Guarded_Backbone54_k2,auto_soft,ECE_Renton_Garden_North,0.05687659338234892,0.0005897278633602049,-0.05374697216141346,0.018596010097425238
Guarded_Backbone54_k2,auto_soft,ECE_Renton_Garden_Shed,0.034238746437500425,0.0013158482505896516,0.02519830319123918,0.023174683772260042
Guarded_Backbone54_k2,auto_soft,ECE_Renton_Home,0.08701505632114129,0.0011482178972206589,0.08391276171814278,0.023002485020538522
Guarded_Backbone54_k2,c0_only,ECE_BBG_Lost_Meadow,0.20170943202715536,0.0042653425281521,0.20154566851559874,0.00811521295765036
Guarded_Backbone54_k2,c0_only,ECE_BBG_Main_St,0.21054796261492115,0.003700595265343441,0.2102428526945288,0.011257381529091181
Guarded_Backbone54_k2,c0_only,ECE_Renton_Garden_North,0.1014815556646135,0.004177112026631936,0.09746157963410934,0.028272560250282498
Guarded_Backbone54_k2,c0_only,ECE_Renton_Garden_Shed,0.17666642793323364,0.004187430342947254,0.17651227116701745,0.00736699586392672
Guarded_Backbone54_k2,c0_only,ECE_Renton_Home,0.24252405030086113,0.004536678432559663,0.24248885362947092,0.00410276639388934
Guarded_Backbone54_k2,c1_only,ECE_BBG_Lost_Meadow,0.0479510908994335,0.0008206867804546608,0.0414740414649605,0.024028759978086362
Guarded_Backbone54_k2,c1_only,ECE_BBG_Main_St,0.04903920633035672,0.0011351948451035988,0.0464342282481368,0.0157129714640847
Guarded_Backbone54_k2,c1_only,ECE_Renton_Garden_North,0.05687665961845913,0.0005897267502632162,-0.053747041182359775,0.018596013186114
Guarded_Backbone54_k2,c1_only,ECE_Renton_Garden_Shed,0.0342387034862777,0.001315848540886199,0.025198234122174402,0.023174695425118703
Guarded_Backbone54_k2,c1_only,ECE_Renton_Home,0.08701498910003705,0.0011482169796898406,0.08391268933419493,0.02300249475445362
